year,week_number,date,market_location,commodity,base_price_pkr_per_40kg,inflation_rate_percent,predicted_price_pkr_per_40kg
2025,50,2025-12-14,Quetta,Vegetables,2641,12.257072638339157,2964.71
2025,50,2025-12-14,Quetta,Wheat,1885,13.60584499156018,2141.47
2025,51,2025-12-21,Faisalabad,Cotton,2368,20.06847712603597,2843.22
2025,51,2025-12-21,Faisalabad,Maize,2621,3.3832705741116698,2709.68
2025,51,2025-12-21,Faisalabad,Rice,1996,6.778100488826668,2131.29
2025,51,2025-12-21,Faisalabad,Sugarcane,1529,-15.224331564617431,1296.22
2025,51,2025-12-21,Faisalabad,Vegetables,1669,-5.651152503569827,1574.68
2025,51,2025-12-21,Faisalabad,Wheat,2090,-12.217704554046108,1834.65
2025,51,2025-12-21,Karachi,Cotton,2217,15.448251300121669,2559.49
2025,51,2025-12-21,Karachi,Maize,1189,0.71855936239396,1197.54
2025,51,2025-12-21,Karachi,Rice,2119,9.62893164286739,2323.04
2025,51,2025-12-21,Karachi,Sugarcane,2371,25.703596382569508,2980.43
2025,51,2025-12-21,Karachi,Vegetables,1184,-18.66354576600907,963.02
2025,51,2025-12-21,Karachi,Wheat,2473,6.486036206825141,2633.4
2025,51,2025-12-21,Lahore,Cotton,2405,5.471890728075847,2536.6
2025,51,2025-12-21,Lahore,Maize,2575,0.003792248098522,2575.1
2025,51,2025-12-21,Lahore,Rice,1689,-11.957415560459587,1487.04
2025,51,2025-12-21,Lahore,Sugarcane,2180,10.568517260279265,2410.39
2025,51,2025-12-21,Lahore,Vegetables,1848,-4.223495647413858,1769.95
2025,51,2025-12-21,Lahore,Wheat,2079,9.295094213537071,2272.25
2025,51,2025-12-21,Multan,Cotton,2248,-13.599655447373554,1942.28
2025,51,2025-12-21,Multan,Maize,1729,2.5988809822559373,1773.93
2025,51,2025-12-21,Multan,Rice,1342,-18.74552301866985,1090.44
2025,51,2025-12-21,Multan,Sugarcane,2146,14.665904559425655,2460.73
2025,51,2025-12-21,Multan,Vegetables,1520,-16.024160239975398,1276.43
2025,51,2025-12-21,Multan,Wheat,2616,12.291739116582502,2937.55
2025,51,2025-12-21,Peshawar,Cotton,2489,10.466056095024452,2749.5
2025,51,2025-12-21,Peshawar,Maize,1827,-5.367744719082238,1728.93
2025,51,2025-12-21,Peshawar,Rice,1657,-6.989809788492394,1541.18
2025,51,2025-12-21,Peshawar,Sugarcane,1370,1.3998755743094042,1389.18
2025,51,2025-12-21,Peshawar,Vegetables,1861,-6.930410700754488,1732.03
2025,51,2025-12-21,Peshawar,Wheat,2361,-3.814987689044572,2270.93
2025,51,2025-12-21,Quetta,Cotton,1256,-5.329236493160891,1189.06
2025,51,2025-12-21,Quetta,Maize,2478,11.377185369995829,2759.93
2025,51,2025-12-21,Quetta,Rice,2017,-3.4844157092151486,1946.72
2025,51,2025-12-21,Quetta,Sugarcane,2112,3.650715702415406,2189.1
2025,51,2025-12-21,Quetta,Vegetables,2641,12.380619935467632,2967.97
2025,51,2025-12-21,Quetta,Wheat,1885,13.742702197161211,2144.05
2025,52,2025-12-28,Faisalabad,Cotton,2368,20.267978129399907,2847.95
2025,52,2025-12-28,Faisalabad,Maize,2621,3.4190046531858567,2710.61
2025,52,2025-12-28,Faisalabad,Rice,1996,6.847279321200217,2132.67
2025,52,2025-12-28,Faisalabad,Sugarcane,1529,-15.367969006325934,1294.02
2025,52,2025-12-28,Faisalabad,Vegetables,1669,-5.701934555335496,1573.83
2025,52,2025-12-28,Faisalabad,Wheat,2090,-12.330317873250085,1832.3
2025,52,2025-12-28,Karachi,Cotton,2217,15.601422381259937,2562.88
2025,52,2025-12-28,Karachi,Maize,1189,0.7380600811657603,1197.78
2025,52,2025-12-28,Karachi,Rice,2119,9.724736144183929,2325.07
2025,52,2025-12-28,Karachi,Sugarcane,2371,25.955817875635944,2986.41
2025,52,2025-12-28,Karachi,Vegetables,1184,-18.840150832789064,960.93
2025,52,2025-12-28,Karachi,Wheat,2473,6.551587175955726,2635.02
2025,52,2025-12-28,Lahore,Cotton,2405,5.529283936871654,2537.98
2025,52,2025-12-28,Lahore,Maize,2575,0.0115522889551913,2575.3
2025,52,2025-12-28,Lahore,Rice,1689,-12.066416063518965,1485.2
2025,52,2025-12-28,Lahore,Sugarcane,2180,10.675163914535297,2412.72
2025,52,2025-12-28,Lahore,Vegetables,1848,-4.260904786097804,1769.26
2025,52,2025-12-28,Lahore,Wheat,2079,9.38756570394769,2274.17
2025,52,2025-12-28,Multan,Cotton,2248,-13.725301921349653,1939.46
2025,52,2025-12-28,Multan,Maize,1729,2.62647425133016,1774.41
2025,52,2025-12-28,Multan,Rice,1342,-18.9210679431746,1088.08
2025,52,2025-12-28,Multan,Sugarcane,2146,14.81183325850552,2463.86
2025,52,2025-12-28,Multan,Vegetables,1520,-16.175238718082863,1274.14
2025,52,2025-12-28,Multan,Wheat,2616,12.414162974321997,2940.75
2025,52,2025-12-28,Peshawar,Cotton,2489,10.580022361825147,2752.34
2025,52,2025-12-28,Peshawar,Maize,1827,-5.415605717583911,1728.06
2025,52,2025-12-28,Peshawar,Rice,1657,-7.061439449175704,1539.99
2025,52,2025-12-28,Peshawar,Sugarcane,1370,1.4153330045730268,1389.39
2025,52,2025-12-28,Peshawar,Vegetables,1861,-6.993405665121016,1730.85
2025,52,2025-12-28,Peshawar,Wheat,2361,-3.842233011457985,2270.28
2025,52,2025-12-28,Quetta,Cotton,1256,-5.377381814714825,1188.46
2025,52,2025-12-28,Quetta,Maize,2478,11.48970736396362,2762.71
2025,52,2025-12-28,Quetta,Rice,2017,-3.5135003669336444,1946.13
2025,52,2025-12-28,Quetta,Sugarcane,2112,3.689406694258967,2189.92
2025,52,2025-12-28,Quetta,Vegetables,2641,12.504167232606788,2971.24
2025,52,2025-12-28,Quetta,Wheat,1885,13.87955940277145,2146.63
2026,1,2026-01-04,Faisalabad,Cotton,2368,20.46747913275796,2852.67
2026,1,2026-01-04,Faisalabad,Maize,2621,3.4547387322521934,2711.55
2026,1,2026-01-04,Faisalabad,Rice,1996,6.916458153567002,2134.05
2026,1,2026-01-04,Faisalabad,Sugarcane,1529,-15.511606448049296,1291.83
2026,1,2026-01-04,Faisalabad,Vegetables,1669,-5.7527166071132445,1572.99
2026,1,2026-01-04,Faisalabad,Wheat,2090,-12.442931192470724,1829.94
2026,1,2026-01-04,Karachi,Cotton,2217,15.75459346239446,2566.28
2026,1,2026-01-04,Karachi,Maize,1189,0.7575607999274443,1198.01
2026,1,2026-01-04,Karachi,Rice,2119,9.820540645496738,2327.1
2026,1,2026-01-04,Karachi,Sugarcane,2371,26.208039368702767,2992.39
2026,1,2026-01-04,Karachi,Vegetables,1184,-19.01675589958579,958.84
2026,1,2026-01-04,Karachi,Wheat,2473,6.617138145079486,2636.64
2026,1,2026-01-04,Lahore,Cotton,2405,5.586677145657677,2539.36
2026,1,2026-01-04,Lahore,Maize,2575,0.019312329799252,2575.5
2026,1,2026-01-04,Lahore,Rice,1689,-12.175416566599294,1483.36
2026,1,2026-01-04,Lahore,Sugarcane,2180,10.781810568784088,2415.04
2026,1,2026-01-04,Lahore,Vegetables,1848,-4.298313924792144,1768.57
2026,1,2026-01-04,Lahore,Wheat,2079,9.480037194355326,2276.09
2026,1,2026-01-04,Multan,Cotton,2248,-13.850948395345142,1936.63
2026,1,2026-01-04,Multan,Maize,1729,2.6540675203987503,1774.89
2026,1,2026-01-04,Multan,Rice,1342,-19.09661286770128,1085.72
2026,1,2026-01-04,Multan,Sugarcane,2146,14.95776195758048,2466.99
2026,1,2026-01-04,Multan,Vegetables,1520,-16.326317196206038,1271.84
2026,1,2026-01-04,Multan,Wheat,2616,12.536586832056454,2943.96
2026,1,2026-01-04,Peshawar,Cotton,2489,10.693988628614935,2755.17
2026,1,2026-01-04,Peshawar,Maize,1827,-5.463466716098348,1727.18
2026,1,2026-01-04,Peshawar,Rice,1657,-7.133069109869791,1538.81
2026,1,2026-01-04,Peshawar,Sugarcane,1370,1.430790434832457,1389.6
2026,1,2026-01-04,Peshawar,Vegetables,1861,-7.056400629500346,1729.68
2026,1,2026-01-04,Peshawar,Wheat,2361,-3.86947833388668,2269.64
2026,1,2026-01-04,Quetta,Cotton,1256,-5.42552713627979,1187.86
2026,1,2026-01-04,Quetta,Maize,2478,11.602229357925244,2765.5
2026,1,2026-01-04,Quetta,Rice,2017,-3.542585024665705,1945.55
2026,1,2026-01-04,Quetta,Sugarcane,2112,3.7280976860952753,2190.74
2026,1,2026-01-04,Quetta,Vegetables,2641,12.627714529740796,2974.5
2026,1,2026-01-04,Quetta,Wheat,1885,14.016416608377252,2149.21
2026,2,2026-01-11,Faisalabad,Cotton,2368,20.66698013612189,2857.39
2026,2,2026-01-11,Faisalabad,Maize,2621,3.4904728113263803,2712.49
2026,2,2026-01-11,Faisalabad,Rice,1996,6.98563698594055,2135.43
2026,2,2026-01-11,Faisalabad,Sugarcane,1529,-15.6552438897578,1289.63
2026,2,2026-01-11,Faisalabad,Vegetables,1669,-5.803498658878915,1572.14
2026,2,2026-01-11,Faisalabad,Wheat,2090,-12.5555445116747,1827.59
2026,2,2026-01-11,Karachi,Cotton,2217,15.907764543532728,2569.68
2026,2,2026-01-11,Karachi,Maize,1189,0.7770615186992451,1198.24
2026,2,2026-01-11,Karachi,Rice,2119,9.91634514681328,2329.13
2026,2,2026-01-11,Karachi,Sugarcane,2371,26.460260861769203,2998.37
2026,2,2026-01-11,Karachi,Vegetables,1184,-19.193360966365784,956.75
2026,2,2026-01-11,Karachi,Wheat,2473,6.682689114210072,2638.26
2026,2,2026-01-11,Lahore,Cotton,2405,5.644070354453484,2540.74
2026,2,2026-01-11,Lahore,Maize,2575,0.0270723706559212,2575.7
2026,2,2026-01-11,Lahore,Rice,1689,-12.28441706965867,1481.52
2026,2,2026-01-11,Lahore,Sugarcane,2180,10.888457223040117,2417.37
2026,2,2026-01-11,Lahore,Vegetables,1848,-4.335723063476088,1767.88
2026,2,2026-01-11,Lahore,Wheat,2079,9.572508684765944,2278.01
2026,2,2026-01-11,Multan,Cotton,2248,-13.97659486932124,1933.81
2026,2,2026-01-11,Multan,Maize,1729,2.6816607894729727,1775.37
2026,2,2026-01-11,Multan,Rice,1342,-19.27215779220603,1083.37
2026,2,2026-01-11,Multan,Sugarcane,2146,15.10369065666034,2470.13
2026,2,2026-01-11,Multan,Vegetables,1520,-16.477395674313502,1269.54
2026,2,2026-01-11,Multan,Wheat,2616,12.659010689795949,2947.16
2026,2,2026-01-11,Peshawar,Cotton,2489,10.807954895415632,2758.01
2026,2,2026-01-11,Peshawar,Maize,1827,-5.5113277146000215,1726.31
2026,2,2026-01-11,Peshawar,Rice,1657,-7.204698770553104,1537.62
2026,2,2026-01-11,Peshawar,Sugarcane,1370,1.4462478650960795,1389.81
2026,2,2026-01-11,Peshawar,Vegetables,1861,-7.119395593866873,1728.51
2026,2,2026-01-11,Peshawar,Wheat,2361,-3.896723656300092,2269.0
2026,2,2026-01-11,Quetta,Cotton,1256,-5.473672457833724,1187.25
2026,2,2026-01-11,Quetta,Maize,2478,11.71475135189304,2768.29
2026,2,2026-01-11,Quetta,Rice,2017,-3.5716696823842,1944.96
2026,2,2026-01-11,Quetta,Sugarcane,2112,3.7667886779388366,2191.55
2026,2,2026-01-11,Quetta,Vegetables,2641,12.751261826879952,2977.76
2026,2,2026-01-11,Quetta,Wheat,1885,14.153273813987491,2151.79
2026,3,2026-01-18,Faisalabad,Cotton,2368,20.86648113948289,2862.12
2026,3,2026-01-18,Faisalabad,Maize,2621,3.526206890396642,2713.42
2026,3,2026-01-18,Faisalabad,Rice,1996,7.054815818310718,2136.81
2026,3,2026-01-18,Faisalabad,Sugarcane,1529,-15.79888133147373,1287.44
2026,3,2026-01-18,Faisalabad,Vegetables,1669,-5.854280710650624,1571.29
2026,3,2026-01-18,Faisalabad,Wheat,2090,-12.668157830887006,1825.24
2026,3,2026-01-18,Karachi,Cotton,2217,16.060935624669124,2573.07
2026,3,2026-01-18,Karachi,Maize,1189,0.7965622374659874,1198.47
2026,3,2026-01-18,Karachi,Rice,2119,10.012149648127956,2331.16
2026,3,2026-01-18,Karachi,Sugarcane,2371,26.71248235483583,3004.35
2026,3,2026-01-18,Karachi,Vegetables,1184,-19.369966033154142,954.66
2026,3,2026-01-18,Karachi,Wheat,2473,6.748240083337244,2639.88
2026,3,2026-01-18,Lahore,Cotton,2405,5.701463563244398,2542.12
2026,3,2026-01-18,Lahore,Maize,2575,0.0348324115062862,2575.9
2026,3,2026-01-18,Lahore,Rice,1689,-12.393417572728524,1479.68
2026,3,2026-01-18,Lahore,Sugarcane,2180,10.995103877292529,2419.69
2026,3,2026-01-18,Lahore,Vegetables,1848,-4.373132202165231,1767.18
2026,3,2026-01-18,Lahore,Wheat,2079,9.66498017517507,2279.93
2026,3,2026-01-18,Multan,Cotton,2248,-14.102241343307034,1930.98
2026,3,2026-01-18,Multan,Maize,1729,2.70925405854438,1775.84
2026,3,2026-01-18,Multan,Rice,1342,-19.447702716721743,1081.01
2026,3,2026-01-18,Multan,Sugarcane,2146,15.24961935573775,2473.26
2026,3,2026-01-18,Multan,Vegetables,1520,-16.628474152428822,1267.25
2026,3,2026-01-18,Multan,Wheat,2616,12.781434547532925,2950.36
2026,3,2026-01-18,Peshawar,Cotton,2489,10.921921162210875,2760.85
2026,3,2026-01-18,Peshawar,Maize,1827,-5.559188713108076,1725.43
2026,3,2026-01-18,Peshawar,Rice,1657,-7.276328431241802,1536.43
2026,3,2026-01-18,Peshawar,Sugarcane,1370,1.461705295357606,1390.03
2026,3,2026-01-18,Peshawar,Vegetables,1861,-7.182390558239802,1727.34
2026,3,2026-01-18,Peshawar,Wheat,2361,-3.923968978721146,2268.36
2026,3,2026-01-18,Quetta,Cotton,1256,-5.521817779393174,1186.65
2026,3,2026-01-18,Quetta,Maize,2478,11.827273345857746,2771.08
2026,3,2026-01-18,Quetta,Rice,2017,-3.6007543401094786,1944.37
2026,3,2026-01-18,Quetta,Sugarcane,2112,3.8054796697787703,2192.37
2026,3,2026-01-18,Quetta,Vegetables,2641,12.874809124016537,2981.02
2026,3,2026-01-18,Quetta,Wheat,1885,14.29013101959551,2154.37
2026,4,2026-01-25,Faisalabad,Cotton,2368,21.06598214284682,2866.84
2026,4,2026-01-25,Faisalabad,Maize,2621,3.5619409694708297,2714.36
2026,4,2026-01-25,Faisalabad,Rice,1996,7.123994650684265,2138.19
2026,4,2026-01-25,Faisalabad,Sugarcane,1529,-15.942518773182234,1285.24
2026,4,2026-01-25,Faisalabad,Vegetables,1669,-5.905062762416294,1570.44
2026,4,2026-01-25,Faisalabad,Wheat,2090,-12.780771150090985,1822.88
2026,4,2026-01-25,Karachi,Cotton,2217,16.214106705807396,2576.47
2026,4,2026-01-25,Karachi,Maize,1189,0.8160629562377876,1198.7
2026,4,2026-01-25,Karachi,Rice,2119,10.107954149444495,2333.19
2026,4,2026-01-25,Karachi,Sugarcane,2371,26.96470384790227,3010.33
2026,4,2026-01-25,Karachi,Vegetables,1184,-19.546571099934138,952.57
2026,4,2026-01-25,Karachi,Wheat,2473,6.8137910524678285,2641.51
2026,4,2026-01-25,Lahore,Cotton,2405,5.758856772040206,2543.5
2026,4,2026-01-25,Lahore,Maize,2575,0.0425924523629552,2576.1
2026,4,2026-01-25,Lahore,Rice,1689,-12.5024180757879,1477.83
2026,4,2026-01-25,Lahore,Sugarcane,2180,11.10175053154856,2422.02
2026,4,2026-01-25,Lahore,Vegetables,1848,-4.410541340849176,1766.49
2026,4,2026-01-25,Lahore,Wheat,2079,9.757451665585688,2281.86
2026,4,2026-01-25,Multan,Cotton,2248,-14.227887817283133,1928.16
2026,4,2026-01-25,Multan,Maize,1729,2.736847327618602,1776.32
2026,4,2026-01-25,Multan,Rice,1342,-19.623247641226502,1078.66
2026,4,2026-01-25,Multan,Sugarcane,2146,15.39554805481761,2476.39
2026,4,2026-01-25,Multan,Vegetables,1520,-16.779552630536283,1264.95
2026,4,2026-01-25,Multan,Wheat,2616,12.903858405272416,2953.56
2026,4,2026-01-25,Peshawar,Cotton,2489,11.03588742901157,2763.68
2026,4,2026-01-25,Peshawar,Maize,1827,-5.60704971160975,1724.56
2026,4,2026-01-25,Peshawar,Rice,1657,-7.347958091925113,1535.24
2026,4,2026-01-25,Peshawar,Sugarcane,1370,1.477162725621229,1390.24
2026,4,2026-01-25,Peshawar,Vegetables,1861,-7.24538552260633,1726.16
2026,4,2026-01-25,Peshawar,Wheat,2361,-3.9512143011345593,2267.71
2026,4,2026-01-25,Quetta,Cotton,1256,-5.569963100947108,1186.04
2026,4,2026-01-25,Quetta,Maize,2478,11.93979533982554,2773.87
2026,4,2026-01-25,Quetta,Rice,2017,-3.6298389978279744,1943.79
2026,4,2026-01-25,Quetta,Sugarcane,2112,3.8441706616223312,2193.19
2026,4,2026-01-25,Quetta,Vegetables,2641,12.99835642115569,2984.29
2026,4,2026-01-25,Quetta,Wheat,1885,14.42698822520575,2156.95
2026,5,2026-02-01,Faisalabad,Cotton,2368,21.26548314620781,2871.57
2026,5,2026-02-01,Faisalabad,Maize,2621,3.597675048541091,2715.3
2026,5,2026-02-01,Faisalabad,Rice,1996,7.193173483054433,2139.58
2026,5,2026-02-01,Faisalabad,Sugarcane,1529,-16.086156214898168,1283.04
2026,5,2026-02-01,Faisalabad,Vegetables,1669,-5.955844814188003,1569.6
2026,5,2026-02-01,Faisalabad,Wheat,2090,-12.89338446930329,1820.53
2026,5,2026-02-01,Karachi,Cotton,2217,16.36727778694379,2579.86
2026,5,2026-02-01,Karachi,Maize,1189,0.83556367500453,1198.93
2026,5,2026-02-01,Karachi,Rice,2119,10.203758650759172,2335.22
2026,5,2026-02-01,Karachi,Sugarcane,2371,27.216925340968903,3016.31
2026,5,2026-02-01,Karachi,Vegetables,1184,-19.723176166722496,950.48
2026,5,2026-02-01,Karachi,Wheat,2473,6.879342021595,2643.13
2026,5,2026-02-01,Lahore,Cotton,2405,5.81624998083112,2544.88
2026,5,2026-02-01,Lahore,Maize,2575,0.0503524932133205,2576.3
2026,5,2026-02-01,Lahore,Rice,1689,-12.611418578857752,1475.99
2026,5,2026-02-01,Lahore,Sugarcane,2180,11.20839718580097,2424.34
2026,5,2026-02-01,Lahore,Vegetables,1848,-4.447950479538319,1765.8
2026,5,2026-02-01,Lahore,Wheat,2079,9.849923155994814,2283.78
2026,5,2026-02-01,Multan,Cotton,2248,-14.353534291268923,1925.33
2026,5,2026-02-01,Multan,Maize,1729,2.764440596690008,1776.8
2026,5,2026-02-01,Multan,Rice,1342,-19.79879256574221,1076.3
2026,5,2026-02-01,Multan,Sugarcane,2146,15.54147675389502,2479.52
2026,5,2026-02-01,Multan,Vegetables,1520,-16.930631108651607,1262.65
2026,5,2026-02-01,Multan,Wheat,2616,13.026282263009392,2956.77
2026,5,2026-02-01,Peshawar,Cotton,2489,11.149853695806812,2766.52
2026,5,2026-02-01,Peshawar,Maize,1827,-5.654910710117805,1723.68
2026,5,2026-02-01,Peshawar,Rice,1657,-7.419587752613811,1534.06
2026,5,2026-02-01,Peshawar,Sugarcane,1370,1.4926201558827552,1390.45
2026,5,2026-02-01,Peshawar,Vegetables,1861,-7.308380486979259,1724.99
2026,5,2026-02-01,Peshawar,Wheat,2361,-3.978459623555613,2267.07
2026,5,2026-02-01,Quetta,Cotton,1256,-5.618108422506557,1185.44
2026,5,2026-02-01,Quetta,Maize,2478,12.052317333790247,2776.66
2026,5,2026-02-01,Quetta,Rice,2017,-3.658923655553252,1943.2
2026,5,2026-02-01,Quetta,Sugarcane,2112,3.8828616534622657,2194.01
2026,5,2026-02-01,Quetta,Vegetables,2641,13.12190371829227,2987.55
2026,5,2026-02-01,Quetta,Wheat,1885,14.563845430813767,2159.53
2026,6,2026-02-08,Faisalabad,Cotton,2368,21.4649841495566,2876.29
2026,6,2026-02-08,Faisalabad,Maize,2621,3.633409127595069,2716.23
2026,6,2026-02-08,Faisalabad,Rice,1996,7.262352315410576,2140.96
2026,6,2026-02-08,Faisalabad,Sugarcane,1529,-16.22979365664491,1280.85
2026,6,2026-02-08,Faisalabad,Vegetables,1669,-6.006626865984764,1568.75
2026,6,2026-02-08,Faisalabad,Wheat,2090,-13.005997788550154,1818.17
2026,6,2026-02-08,Karachi,Cotton,2217,16.520448868072403,2583.26
2026,6,2026-02-08,Karachi,Maize,1189,0.8550643937502922,1199.17
2026,6,2026-02-08,Karachi,Rice,2119,10.299563152066106,2337.25
2026,6,2026-02-08,Karachi,Sugarcane,2371,27.469146834036334,3022.29
2026,6,2026-02-08,Karachi,Vegetables,1184,-19.899781233545543,948.39
2026,6,2026-02-08,Karachi,Wheat,2473,6.944892990708018,2644.75
2026,6,2026-02-08,Lahore,Cotton,2405,5.873643189601744,2546.26
2026,6,2026-02-08,Lahore,Maize,2575,0.0581125340375355,2576.5
2026,6,2026-02-08,Lahore,Rice,1689,-12.72041908197107,1474.15
2026,6,2026-02-08,Lahore,Sugarcane,2180,11.315043840038363,2426.67
2026,6,2026-02-08,Lahore,Vegetables,1848,-4.485359618249023,1765.11
2026,6,2026-02-08,Lahore,Wheat,2079,9.942394646397746,2285.7
2026,6,2026-02-08,Multan,Cotton,2248,-14.479180765294942,1922.51
2026,6,2026-02-08,Multan,Maize,1729,2.792033865749734,1777.27
2026,6,2026-02-08,Multan,Rice,1342,-19.9743374903034,1073.94
2026,6,2026-02-08,Multan,Sugarcane,2146,15.68740545296226,2482.65
2026,6,2026-02-08,Multan,Vegetables,1520,-17.081709586799512,1260.36
2026,6,2026-02-08,Multan,Wheat,2616,13.14870612073592,2959.97
2026,6,2026-02-08,Peshawar,Cotton,2489,11.263819962579433,2769.36
2026,6,2026-02-08,Peshawar,Maize,1827,-5.7027717086523335,1722.81
2026,6,2026-02-08,Peshawar,Rice,1657,-7.491217413324861,1532.87
2026,6,2026-02-08,Peshawar,Sugarcane,1370,1.5080775861355873,1390.66
2026,6,2026-02-08,Peshawar,Vegetables,1861,-7.371375451378739,1723.82
2026,6,2026-02-08,Peshawar,Wheat,2361,-4.005704946008361,2266.43
2026,6,2026-02-08,Quetta,Cotton,1256,-5.666253744088882,1184.83
2026,6,2026-02-08,Quetta,Maize,2478,12.16483932774216,2779.44
2026,6,2026-02-08,Quetta,Rice,2017,-3.6880083133066623,1942.61
2026,6,2026-02-08,Quetta,Sugarcane,2112,3.921552645287158,2194.82
2026,6,2026-02-08,Quetta,Vegetables,2641,13.245451015418174,2990.81
2026,6,2026-02-08,Quetta,Wheat,1885,14.70070263641258,2162.11
2026,7,2026-02-15,Faisalabad,Cotton,2368,21.66448515291759,2881.02
2026,7,2026-02-15,Faisalabad,Maize,2621,3.66914320666533,2717.17
2026,7,2026-02-15,Faisalabad,Rice,1996,7.331531147780743,2142.34
2026,7,2026-02-15,Faisalabad,Sugarcane,1529,-16.373431098360847,1278.65
2026,7,2026-02-15,Faisalabad,Vegetables,1669,-6.057408917756473,1567.9
2026,7,2026-02-15,Faisalabad,Wheat,2090,-13.11861110776246,1815.82
2026,7,2026-02-15,Karachi,Cotton,2217,16.673619949208803,2586.65
2026,7,2026-02-15,Karachi,Maize,1189,0.8745651125170347,1199.4
2026,7,2026-02-15,Karachi,Rice,2119,10.39536765338078,2339.28
2026,7,2026-02-15,Karachi,Sugarcane,2371,27.721368327102965,3028.27
2026,7,2026-02-15,Karachi,Vegetables,1184,-20.076386300333905,946.3
2026,7,2026-02-15,Karachi,Wheat,2473,7.0104439598351895,2646.37
2026,7,2026-02-15,Lahore,Cotton,2405,5.931036398392658,2547.64
2026,7,2026-02-15,Lahore,Maize,2575,0.0658725748879001,2576.7
2026,7,2026-02-15,Lahore,Rice,1689,-12.829419585040922,1472.31
2026,7,2026-02-15,Lahore,Sugarcane,2180,11.421690494290775,2428.99
2026,7,2026-02-15,Lahore,Vegetables,1848,-4.522768756938165,1764.42
2026,7,2026-02-15,Lahore,Wheat,2079,10.034866136806874,2287.62
2026,7,2026-02-15,Multan,Cotton,2248,-14.604827239280734,1919.68
2026,7,2026-02-15,Multan,Maize,1729,2.8196271348211406,1777.75
2026,7,2026-02-15,Multan,Rice,1342,-20.14988241481911,1071.59
2026,7,2026-02-15,Multan,Sugarcane,2146,15.833334152039672,2485.78
2026,7,2026-02-15,Multan,Vegetables,1520,-17.232788064914832,1258.06
2026,7,2026-02-15,Multan,Wheat,2616,13.271129978472898,2963.17
2026,7,2026-02-15,Peshawar,Cotton,2489,11.377786229374673,2772.19
2026,7,2026-02-15,Peshawar,Maize,1827,-5.750632707160389,1721.94
2026,7,2026-02-15,Peshawar,Rice,1657,-7.56284707401356,1531.68
2026,7,2026-02-15,Peshawar,Sugarcane,1370,1.5235350163971133,1390.87
2026,7,2026-02-15,Peshawar,Vegetables,1861,-7.434370415751669,1722.65
2026,7,2026-02-15,Peshawar,Wheat,2361,-4.032950268429415,2265.78
2026,7,2026-02-15,Quetta,Cotton,1256,-5.714399065648331,1184.23
2026,7,2026-02-15,Quetta,Maize,2478,12.27736132170687,2782.23
2026,7,2026-02-15,Quetta,Rice,2017,-3.717092971031941,1942.03
2026,7,2026-02-15,Quetta,Sugarcane,2112,3.960243637127091,2195.64
2026,7,2026-02-15,Quetta,Vegetables,2641,13.368998312554757,2994.08
2026,7,2026-02-15,Quetta,Wheat,1885,14.837559842020603,2164.69
2026,8,2026-02-22,Faisalabad,Cotton,2368,21.863986156281523,2885.74
2026,8,2026-02-22,Faisalabad,Maize,2621,3.704877285739518,2718.1
2026,8,2026-02-22,Faisalabad,Rice,1996,7.400709980154291,2143.72
2026,8,2026-02-22,Faisalabad,Sugarcane,1529,-16.517068540069346,1276.45
2026,8,2026-02-22,Faisalabad,Vegetables,1669,-6.108190969522143,1567.05
2026,8,2026-02-22,Faisalabad,Wheat,2090,-13.231224426966437,1813.47
2026,8,2026-02-22,Karachi,Cotton,2217,16.826791030347074,2590.05
2026,8,2026-02-22,Karachi,Maize,1189,0.8940658312888352,1199.63
2026,8,2026-02-22,Karachi,Rice,2119,10.491172154697322,2341.31
2026,8,2026-02-22,Karachi,Sugarcane,2371,27.9735898201694,3034.25
2026,8,2026-02-22,Karachi,Vegetables,1184,-20.252991367113903,944.2
2026,8,2026-02-22,Karachi,Wheat,2473,7.075994928965775,2647.99
2026,8,2026-02-22,Lahore,Cotton,2405,5.988429607188467,2549.02
2026,8,2026-02-22,Lahore,Maize,2575,0.0736326157445695,2576.9
2026,8,2026-02-22,Lahore,Rice,1689,-12.9384200881003,1470.47
2026,8,2026-02-22,Lahore,Sugarcane,2180,11.528337148546807,2431.32
2026,8,2026-02-22,Lahore,Vegetables,1848,-4.56017789562211,1763.73
2026,8,2026-02-22,Lahore,Wheat,2079,10.127337627217493,2289.55
2026,8,2026-02-22,Multan,Cotton,2248,-14.730473713256831,1916.86
2026,8,2026-02-22,Multan,Maize,1729,2.8472204038953635,1778.23
2026,8,2026-02-22,Multan,Rice,1342,-20.325427339323863,1069.23
2026,8,2026-02-22,Multan,Sugarcane,2146,15.97926285111953,2488.91
2026,8,2026-02-22,Multan,Vegetables,1520,-17.383866543022293,1255.77
2026,8,2026-02-22,Multan,Wheat,2616,13.39355383621239,2966.38
2026,8,2026-02-22,Peshawar,Cotton,2489,11.491752496175367,2775.03
2026,8,2026-02-22,Peshawar,Maize,1827,-5.798493705662061,1721.06
2026,8,2026-02-22,Peshawar,Rice,1657,-7.634476734696872,1530.5
2026,8,2026-02-22,Peshawar,Sugarcane,1370,1.5389924466607363,1391.08
2026,8,2026-02-22,Peshawar,Vegetables,1861,-7.497365380118196,1721.47
2026,8,2026-02-22,Peshawar,Wheat,2361,-4.060195590842828,2265.14
2026,8,2026-02-22,Quetta,Cotton,1256,-5.762544387202265,1183.62
